Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,0.48221248,0.5911594,0.40409136,0.5176604,0.529554,0.55223554,0.375053,0.5606297,0.5007207,0.4269243,0.41001642,0.5282351,0.45344964,0.47477838,0.450931,0.6346078,0.311435,0.5507961,0.389067,0.54299045,0.6659676,0.42205283,0.33338434,0.60798186,0.55860025,0.48130178,0.54004,0.5180522,0.49105683,0.35685918,0.48820806,0.5117812,0.5603209,0.56350833,0.4778431,0.5934093,0.4997198,0.4385854,0.53809744,0.44258153,0.44681424,0.4594495,0.41111356,0.41129732,0.594717,0.5491986,0.50535816,0.48050934,0.516507,0.51496124,0.51359487,0.57683814,0.5088907,0.39298454,0.57405937,0.5830706,0.44988513,0.43598193,0.47922274,0.3851034,0.4646275,0.4715029,0.550251,0.5552168,0.6331823,0.6199706,0.5392425,0.48182654,0.53015614,0.5627519,0.5286184,0.40035868,0.54543346,0.5876056,0.51048034,0.4130898,0.60028744,0.3472269,0.4956035,0.39288038,0.45984262,0.4497551,0.53161377,0.34519875,0.4670291,0.46874285,0.5717291,0.45267105,0.46842527,0.53937006,0.53956205,0.48405263,0.40454632,0.42624202,0.47057232,0.5857836,0.4122584,0.37135774,0.4831128,0.5717908
11,0.49475658,0.53850156,0.52327925,0.50488484,0.46259737,0.40138233,0.41820896,0.43922284,0.5178953,0.5718091,0.52694505,0.44044882,0.53531027,0.4939358,0.550954,0.5785764,0.52906233,0.539906,0.4446427,0.5857444,0.30452156,0.5151847,0.5048516,0.45687747,0.30323654,0.37302285,0.52524817,0.46120444,0.359133,0.47597942,0.52936053,0.42457217,0.53931475,0.4213919,0.5224123,0.44217765,0.46735215,0.542515,0.5542143,0.43418604,0.6062447,0.57745695,0.40495065,0.37971163,0.525136,0.37092975,0.49559668,0.5818565,0.52115405,0.31759995,0.42878586,0.3725561,0.5118678,0.49018347,0.5355833,0.4778429,0.3830455,0.50018644,0.59100705,0.58395946,0.45353228,0.4362195,0.45917237,0.61728966,0.3984877,0.3874759,0.48920053,0.58476496,0.45412153,0.5105357,0.5663211,0.44904727,0.5021966,0.3807984,0.4707024,0.5264994,0.4313929,0.5912622,0.47066495,0.41580233,0.530207,0.4805708,0.48248956,0.4723357,0.57079935,0.57754195,0.37675422,0.5521493,0.4210673,0.54288006,0.4101776,0.49629056,0.4240774,0.38370383,0.5116614,0.44191697,0.46164852,0.52060246,0.50020635,0.3393048
12,0.526405,0.4338988,0.42746162,0.50047225,0.44671082,0.5003799,0.44500756,0.37495542,0.5407903,0.47616392,0.45858178,0.40852565,0.39397556,0.4735697,0.5698552,0.4557143,0.39767757,0.47341937,0.5020584,0.5460325,0.53980386,0.488196,0.46976376,0.4863093,0.5258987,0.47077,0.51299274,0.4937774,0.44612643,0.38197333,0.4402384,0.47910607,0.5374416,0.4072777,0.43562794,0.48737186,0.4153521,0.49595013,0.49738243,0.46781778,0.43549913,0.57452303,0.40694624,0.44489917,0.52267224,0.5045326,0.5989754,0.5129236,0.42037642,0.45948917,0.49707225,0.39060372,0.5470471,0.594922,0.4301285,0.5379275,0.42520002,0.4257605,0.5081155,0.49562296,0.52008873,0.44474906,0.50904644,0.4360687,0.45202234,0.47309348,0.4202382,0.5652492,0.57331604,0.52851176,0.4446725,0.46118122,0.55135536,0.4949795,0.47332528,0.3906332,0.45781624,0.38811797,0.45318878,0.54011387,0.49643832,0.54831004,0.48692852,0.41740435,0.34882715,0.47197413,0.51458967,0.4618967,0.4801287,0.48147032,0.49171886,0.48282316,0.49654487,0.4991712,0.47891253,0.53577876,0.48926264,0.48997468,0.5623158,0.4635002
13,0.40108633,0.6637932,0.40799,0.5062581,0.5291141,0.35433686,0.31860006,0.568519,0.5450331,0.3963055,0.38043612,0.41924626,0.39310983,0.3376996,0.5303371,0.4715514,0.31057376,0.57996744,0.35600692,0.55665064,0.6018255,0.36903426,0.3435714,0.4930064,0.55888146,0.5464492,0.4856226,0.47406787,0.5388205,0.2874953,0.33724207,0.53462636,0.5384737,0.46010536,0.5657218,0.5182388,0.54032063,0.63522655,0.46315074,0.3842389,0.5876445,0.39268196,0.33730328,0.37778145,0.606966,0.4190662,0.53070587,0.53285646,0.53465104,0.58265734,0.4274874,0.4523545,0.5608488,0.4498483,0.5633508,0.5242813,0.3196373,0.4185315,0.6241988,0.5556269,0.41801822,0.50739455,0.53398985,0.5642308,0.44736597,0.56034344,0.41903526,0.5160184,0.4652818,0.5221781,0.45212805,0.37366807,0.57732666,0.5416125,0.44039237,0.37739307,0.52731156,0.3665586,0.46119463,0.4065508,0.42833018,0.5122321,0.5988509,0.36985078,0.4964161,0.49742588,0.53241026,0.44134718,0.40017313,0.4993125,0.5568223,0.5650722,0.51401585,0.23108599,0.38545945,0.6526445,0.5034877,0.34624845,0.34285778,0.5819622
14,0.42659953,0.49970198,0.585741,0.55642146,0.43827966,0.52475035,0.4892988,0.47786057,0.47158682,0.519109,0.5525969,0.5094262,0.56506264,0.57146347,0.5763672,0.585521,0.5749415,0.53177977,0.5746838,0.4706815,0.3265189,0.5355449,0.59144425,0.52172196,0.44005483,0.4422133,0.4132659,0.6080202,0.41464418,0.5125154,0.6288682,0.5155598,0.5572461,0.54485536,0.46791902,0.45357516,0.42865956,0.43115753,0.5011908,0.51600176,0.42404568,0.6346698,0.62788624,0.59936965,0.5127698,0.53015226,0.58758676,0.548406,0.4648571,0.44222057,0.54620385,0.47517285,0.5158212,0.520994,0.3142829,0.5091851,0.56048226,0.5902427,0.49025208,0.5386441,0.5125608,0.50350595,0.62036794,0.5820888,0.48824382,0.38127857,0.46499574,0.5021908,0.39563417,0.53905064,0.5623039,0.5296315,0.47825253,0.37259093,0.48924217,0.589916,0.4146989,0.6607815,0.51186454,0.46019426,0.45244953,0.5977353,0.46983048,0.6327467,0.42548007,0.5269676,0.38245493,0.42456937,0.49410713,0.44572276,0.45922226,0.50355965,0.5053095,0.6221417,0.5907186,0.35906413,0.4873301,0.6422012,0.62262976,0.41863304
15,0.44874746,0.517473,0.5557419,0.5930561,0.6347538,0.5121292,0.6789985,0.38695553,0.38520548,0.42417914,0.5317766,0.6169336,0.5877423,0.6075791,0.46284828,0.33389372,0.47621855,0.44757855,0.59212387,0.44721094,0.51649785,0.5995598,0.6663424,0.4493399,0.56059235,0.6113969,0.46785668,0.4564399,0.42194587,0.63988113,0.5959457,0.46194577,0.49813747,0.37685785,0.5712542,0.43172395,0.5115506,0.42147097,0.4121486,0.532928,0.5459496,0.43740457,0.66257197,0.43215972,0.52803844,0.45534223,0.4339704,0.5633656,0.52790034,0.35232943,0.48542595,0.5420313,0.6835487,0.4369566,0.35338503,0.49585027,0.7028452,0.6160762,0.3536756,0.5100707,0.61948156,0.57149327,0.4072909,0.44809198,0.44551593,0.38991523,0.5887828,0.57105637,0.5460706,0.4971174,0.4245202,0.5396381,0.48468447,0.5225834,0.4299278,0.61234677,0.47638485,0.615814,0.46014136,0.49981838,0.5251451,0.40321463,0.506677,0.6431004,0.560403,0.57173324,0.40107155,0.5920974,0.41711247,0.588851,0.48701197,0.44661176,0.45961234,0.5432,0.53049153,0.4349032,0.46689284,0.5647146,0.50243807,0.50635886
16,0.54234886,0.37919277,0.5584533,0.4559967,0.37723356,0.6302744,0.48734835,0.52164173,0.55474573,0.5940838,0.5837191,0.52453834,0.595968,0.48165256,0.5643369,0.59097457,0.6047319,0.47474456,0.5319494,0.43418217,0.27032766,0.49140897,0.6538147,0.47033873,0.4756747,0.5031947,0.43292826,0.5837689,0.49772653,0.58960044,0.59239304,0.51476455,0.45930517,0.50875527,0.5044091,0.45945626,0.41347387,0.48774156,0.563279,0.51004595,0.47526938,0.7513161,0.6673823,0.6504761,0.5277628,0.56129897,0.55628395,0.49399817,0.53129274,0.44365323,0.46220246,0.5271685,0.4860865,0.5734241,0.40406325,0.5134205,0.5595007,0.5531615,0.52756035,0.52583796,0.55152583,0.55084854,0.5931543,0.5561782,0.4517724,0.45391333,0.48019266,0.50505614,0.39761263,0.46913946,0.55175936,0.6481764,0.47567028,0.366684,0.53712684,0.60089624,0.40202713,0.65482354,0.46580827,0.52186096,0.52577984,0.60233235,0.45928574,0.64600754,0.47139642,0.50300044,0.34028515,0.45878628,0.50872797,0.5558293,0.5150374,0.49231005,0.60069084,0.61208797,0.59533614,0.3690368,0.48414755,0.6808562,0.6955236,0.47452086
17,0.53866315,0.44786525,0.50115716,0.43867856,0.42114478,0.56928885,0.50700283,0.5331794,0.45460647,0.5641357,0.6131313,0.4337291,0.50362515,0.47817618,0.6064241,0.5880703,0.5927734,0.5621605,0.5139099,0.52695405,0.39895827,0.51303786,0.5732921,0.4151659,0.47881523,0.44724512,0.4878632,0.4897333,0.45175904,0.5485314,0.54566455,0.4454893,0.53780127,0.55038095,0.393651,0.4183755,0.3941754,0.5526911,0.5465637,0.44257823,0.60124403,0.5961671,0.58553034,0.48839486,0.47356007,0.43951,0.47611028,0.5772064,0.5164553,0.404306,0.50025403,0.48984545,0.4832206,0.49728185,0.45902777,0.5061348,0.5182394,0.5445708,0.5773033,0.6140924,0.5702733,0.4683537,0.6144609,0.54385567,0.48656547,0.48609737,0.4474014,0.41324943,0.4341358,0.49783564,0.51557815,0.5916735,0.40236235,0.40299505,0.5994028,0.5899328,0.38971543,0.625358,0.50442195,0.4389426,0.56189036,0.57632524,0.46510613,0.53789055,0.5797498,0.43528223,0.43640888,0.54203236,0.48093578,0.46552825,0.46542606,0.48553884,0.4883249,0.5298543,0.5867814,0.45187175,0.5436614,0.5918848,0.6793804,0.5094929
18,0.5086043,0.5433897,0.5635178,0.43860573,0.33453447,0.56246895,0.3337786,0.5199956,0.4660168,0.7013353,0.62661994,0.4201463,0.59206533,0.3874898,0.6279315,0.66643995,0.6116214,0.6616579,0.32770196,0.52448106,0.2520419,0.35561073,0.42178062,0.3750343,0.30115354,0.34316438,0.5791868,0.3218627,0.250513,0.5300816,0.6374451,0.39932764,0.49189124,0.4987145,0.42684448,0.30531096,0.3744669,0.38462007,0.5485798,0.6327881,0.61680377,0.68828714,0.5269371,0.46164507,0.6266766,0.493621,0.5381726,0.437895,0.64141893,0.3675602,0.43123502,0.5036568,0.3570462,0.53686273,0.35810703,0.47792813,0.48230368,0.40566796,0.4059807,0.43759036,0.48204532,0.4707877,0.42221266,0.63295245,0.47435606,0.3474354,0.52774364,0.46761742,0.38079548,0.53420246,0.6184806,0.49543333,0.56683195,0.27245343,0.63981074,0.4078141,0.3743631,0.63298696,0.5452658,0.49091604,0.4586927,0.4420113,0.5629293,0.5872865,0.5795096,0.43803322,0.43589714,0.44103032,0.38244426,0.5182722,0.27775207,0.3647812,0.34468794,0.4147936,0.5911256,0.3696295,0.3990934,0.4797822,0.5449189,0.3975842
19,0.49087757,0.5751185,0.4885441,0.5400885,0.49815488,0.45540157,0.3672349,0.6531605,0.5541861,0.43969953,0.44327474,0.59046495,0.5051284,0.38605183,0.5393576,0.5309557,0.37061882,0.48196223,0.46131897,0.4461246,0.5321632,0.4384184,0.37367272,0.54822636,0.55544513,0.4719357,0.55882704,0.48176286,0.49865437,0.44459826,0.5425433,0.3558613,0.54982376,0.5302763,0.44719464,0.6247285,0.4927234,0.45185947,0.5444994,0.49771535,0.43052828,0.46822113,0.45330936,0.48631954,0.5752752,0.49498862,0.5364078,0.53154975,0.47344124,0.48430508,0.5592767,0.5529205,0.45627236,0.422337,0.52415085,0.54486996,0.4832236,0.41731116,0.5724993,0.46333188,0.38446134,0.46620446,0.48414856,0.6444953,0.59241295,0.5302613,0.4955808,0.47467306,0.5470007,0.52026343,0.4640253,0.384897,0.4951536,0.48741812,0.47786036,0.5177506,0.51220024,0.3626694,0.5011792,0.42553735,0.4371373,0.5131607,0.65010834,0.42617857,0.4474647,0.5378244,0.61010444,0.43552786,0.35488588,0.5381878,0.5051474,0.4951288,0.47308257,0.40171516,0.3739285,0.56386113,0.4264367,0.43551505,0.4433322,0.595482
20,0.37989518,0.558428,0.6818331,0.43391278,0.5067359,0.37043077,0.4983589,0.43903118,0.2616369,0.5375016,0.29202837,0.4085644,0.5358152,0.3594491,0.3154866,0.5392941,0.6861567,0.54555386,0.38405928,0.47940752,0.25318265,0.31227964,0.40015763,0.2942797,0.43776596,0.50363165,0.4502058,0.33473682,0.34134784,0.48970217,0.6216465,0.3509158,0.29818255,0.48569933,0.636518,0.36350504,0.4628675,0.5980979,0.40705436,0.6954612,0.6236572,0.4209321,0.41776466,0.5538274,0.49652216,0.426808,0.43490237,0.4310211,0.35675144,0.44214323,0.487529,0.43193096,0.39481965,0.52716476,0.6029945,0.32656586,0.37569642,0.50462496,0.4100164,0.34453914,0.34743363,0.44219607,0.31406116,0.4344052,0.30224198,0.32731327,0.5718036,0.5391148,0.28031427,0.5945497,0.60259354,0.3269433,0.49542403,0.57603824,0.36834085,0.5479559,0.41367757,0.4941894,0.462152,0.542771,0.37787575,0.34073222,0.40019414,0.56764543,0.417089,0.6290782,0.49361753,0.33371556,0.5146531,0.29000807,0.3162889,0.37725526,0.56248844,0.71171767,0.4322278,0.41734096,0.6097585,0.62277293,0.368847,0.40860558
21,0.47005308,0.363058,0.31032684,0.4039846,0.36295822,0.38093746,0.4973929,0.4499388,0.47929278,0.59498465,0.49041325,0.5154491,0.54255927,0.5379205,0.53694075,0.30612332,0.6868198,0.36481744,0.55651104,0.39456713,0.4626891,0.5504271,0.58915395,0.51726794,0.53106886,0.4003991,0.4553306,0.56105304,0.51962477,0.59263563,0.36311394,0.5990868,0.38543403,0.36893317,0.49819428,0.4412074,0.46156567,0.45952612,0.32156295,0.4448917,0.59571904,0.5354451,0.5381395,0.43717897,0.40917134,0.52696884,0.35893363,0.33518922,0.45931566,0.5508845,0.4988443,0.42478257,0.31964976,0.5314539,0.52823323,0.5269915,0.5625416,0.5804554,0.45663208,0.59374416,0.50002265,0.44837242,0.546647,0.36647713,0.4971422,0.45779958,0.36597595,0.32616854,0.39707643,0.32212567,0.5017257,0.56905425,0.43430176,0.4452037,0.58479893,0.55809575,0.43295556,0.5785707,0.50790894,0.5008279,0.3847891,0.5018049,0.3900275,0.48841596,0.45714802,0.4564045,0.3512299,0.5280735,0.5339072,0.3660609,0.49344003,0.5295922,0.49122685,0.56057775,0.47908598,0.48034778,0.37986237,0.37994772,0.5821959,0.40432054
